batch_id,step_hour,temperature,ph,dissolved_oxygen,turbidity,co2_concentration,light_intensity,water_level,previous_biomass,target_biomass
ZENODO-BATCH-09,15,29.76,8.23,7.17,50.66,486.7,851.2,0.34,1.615,1.75
ZENODO-BATCH-09,16,25.05,8.35,6.68,51.62,416.6,512.8,0.351,1.75,1.793
ZENODO-BATCH-09,17,27.59,8.02,6.95,53.0,331.6,908.6,0.381,1.793,1.915
ZENODO-BATCH-09,18,23.41,7.69,6.29,55.33,529.8,812.5,0.342,1.915,1.912
ZENODO-BATCH-09,19,29.8,7.05,6.84,55.41,415.2,808.6,0.363,1.912,1.926
ZENODO-BATCH-09,20,30.92,7.48,7.93,56.54,424.4,756.8,0.364,1.926,1.995
ZENODO-BATCH-09,21,31.32,8.18,7.31,49.2,487.0,719.8,0.364,1.995,2.115
ZENODO-BATCH-09,22,28.65,7.52,6.33,63.07,364.2,555.5,0.347,2.115,2.168
ZENODO-BATCH-09,23,29.08,7.74,6.64,58.87,426.4,571.6,0.343,2.168,2.235
ZENODO-BATCH-09,24,26.82,8.31,7.23,56.43,388.2,663.4,0.348,2.235,2.303
ZENODO-BATCH-09,25,29.99,7.74,7.7,64.64,445.4,496.4,0.386,2.303,2.381
ZENODO-BATCH-09,26,29.37,7.94,7.5,65.78,456.1,837.3,0.331,2.381,2.468
ZENODO-BATCH-09,27,29.08,8.21,6.88,60.67,481.8,670.1,0.318,2.468,2.559
ZENODO-BATCH-09,28,27.38,7.47,6.8,72.24,455.8,739.2,0.355,2.559,2.609
ZENODO-BATCH-09,29,28.86,8.21,6.99,64.68,473.9,748.4,0.353,2.609,2.687
ZENODO-BATCH-09,30,29.69,8.03,6.2,68.93,410.0,702.8,0.354,2.687,2.721
ZENODO-BATCH-09,31,25.72,7.82,6.5,75.8,468.1,859.4,0.338,2.721,2.766
ZENODO-BATCH-09,32,25.7,8.77,7.07,69.37,496.0,705.5,0.374,2.766,2.783
ZENODO-BATCH-09,33,31.54,7.17,7.75,75.42,442.3,711.7,0.371,2.783,2.794
ZENODO-BATCH-09,34,28.6,8.1,6.54,73.24,525.7,757.8,0.342,2.794,2.866
ZENODO-BATCH-09,35,29.06,8.69,6.35,79.29,486.6,906.1,0.383,2.866,2.901
ZENODO-BATCH-09,36,25.05,7.55,5.83,74.41,428.4,765.8,0.318,2.901,2.914
ZENODO-BATCH-09,37,32.01,8.47,7.43,75.99,477.1,651.3,0.365,2.914,2.952
ZENODO-BATCH-09,38,30.56,8.29,6.63,72.41,501.4,698.5,0.32,2.952,2.972
ZENODO-BATCH-09,39,30.15,8.06,6.81,77.11,437.7,756.8,0.329,2.972,3.0
ZENODO-BATCH-09,40,29.53,8.38,8.06,78.24,392.2,684.5,0.348,3.0,3.05
ZENODO-BATCH-09,41,30.77,8.45,7.39,84.23,459.5,719.6,0.358,3.05,3.104
ZENODO-BATCH-09,42,29.23,7.28,7.77,79.79,541.5,548.7,0.359,3.104,3.09
ZENODO-BATCH-09,43,32.69,7.88,7.03,79.23,401.5,851.3,0.37,3.09,3.092
ZENODO-BATCH-09,44,28.53,7.65,6.86,83.38,492.1,445.7,0.364,3.092,3.119
ZENODO-BATCH-09,45,24.45,7.94,9.0,84.12,484.9,816.8,0.332,3.119,3.129
ZENODO-BATCH-09,46,24.4,8.0,5.54,81.62,383.3,767.3,0.315,3.129,3.125
ZENODO-BATCH-09,47,26.95,7.99,5.74,85.83,439.5,463.7,0.374,3.125,3.098
ZENODO-BATCH-09,48,27.33,8.07,6.83,89.09,505.1,688.6,0.348,3.098,3.11
ZENODO-BATCH-09,49,32.92,8.48,7.19,77.83,427.6,620.3,0.327,3.11,3.109
ZENODO-BATCH-09,50,29.23,9.07,5.9,75.23,480.8,632.7,0.371,3.109,3.125
ZENODO-BATCH-09,51,28.3,8.2,6.2,80.79,401.4,666.0,0.367,3.125,3.131
ZENODO-BATCH-09,52,29.61,8.3,7.79,79.34,570.7,577.3,0.353,3.131,3.155
ZENODO-BATCH-09,53,26.53,7.86,6.59,83.96,461.4,1024.8,0.35,3.155,3.169
ZENODO-BATCH-09,54,30.94,7.69,7.27,83.83,451.9,890.8,0.374,3.169,3.177
ZENODO-BATCH-09,55,23.54,8.23,7.99,79.89,492.0,578.8,0.344,3.177,3.201
ZENODO-BATCH-09,56,26.99,7.71,6.51,75.83,435.0,570.1,0.367,3.201,3.188
ZENODO-BATCH-09,57,28.38,8.34,5.92,82.21,529.5,1024.5,0.312,3.188,3.18
ZENODO-BATCH-09,58,25.52,8.26,6.7,80.73,422.2,761.5,0.335,3.18,3.19
ZENODO-BATCH-09,59,25.81,7.96,7.42,83.9,459.7,648.1,0.391,3.19,3.2
ZENODO-BATCH-09,60,27.83,7.81,7.51,84.18,428.0,624.9,0.317,3.2,3.198
ZENODO-BATCH-09,61,30.33,7.92,6.86,84.75,441.7,557.8,0.366,3.198,3.227
ZENODO-BATCH-09,62,27.26,6.74,7.77,81.51,470.4,646.3,0.356,3.227,2.76
ZENODO-BATCH-09,63,25.92,8.13,8.47,72.32,460.9,525.6,0.347,2.76,2.768
ZENODO-BATCH-09,64,27.78,8.77,8.08,76.77,445.7,675.0,0.344,2.768,2.781
ZENODO-BATCH-09,65,30.19,8.99,6.69,76.21,376.0,901.4,0.345,2.781,2.781
ZENODO-BATCH-09,66,25.95,7.53,8.48,75.25,403.7,571.4,0.337,2.781,2.797
ZENODO-BATCH-09,67,28.51,7.98,7.28,72.24,466.9,858.6,0.338,2.797,2.859
ZENODO-BATCH-09,68,29.08,8.31,6.82,74.34,547.5,584.3,0.349,2.859,2.934
ZENODO-BATCH-09,69,27.77,8.08,7.29,77.45,428.8,741.3,0.397,2.934,2.972
ZENODO-BATCH-09,70,26.71,9.02,7.72,78.56,498.4,1069.0,0.345,2.972,2.969
ZENODO-BATCH-09,71,25.68,7.58,6.8,80.3,398.0,793.9,0.349,2.969,2.971
ZENODO-BATCH-09,72,31.28,8.67,6.97,76.52,510.5,527.2,0.34,2.971,2.988
ZENODO-BATCH-09,73,27.46,7.87,7.07,77.89,466.3,584.8,0.361,2.988,3.011
ZENODO-BATCH-09,74,29.98,8.89,7.9,79.56,520.3,982.6,0.392,3.011,3.03
ZENODO-BATCH-09,75,34.11,7.02,7.98,78.98,516.4,681.5,0.401,3.03,2.571
ZENODO-BATCH-09,76,27.67,8.39,7.16,66.73,533.5,1011.9,0.355,2.571,2.64
ZENODO-BATCH-09,77,31.12,8.97,7.01,68.91,470.9,594.5,0.367,2.64,2.633
ZENODO-BATCH-09,78,31.01,8.11,7.48,65.04,479.6,684.1,0.359,2.633,2.7
ZENODO-BATCH-09,79,23.73,8.6,7.46,70.05,398.4,921.3,0.371,2.7,2.723
ZENODO-BATCH-09,80,21.54,8.74,7.99,73.36,448.4,725.4,0.385,2.723,2.75
ZENODO-BATCH-09,81,24.62,8.55,5.66,75.13,424.5,696.2,0.362,2.75,2.789
ZENODO-BATCH-09,82,31.44,7.9,6.99,70.56,522.8,952.3,0.351,2.789,2.851
ZENODO-BATCH-09,83,24.72,8.49,5.7,70.93,410.1,612.6,0.346,2.851,2.868
ZENODO-BATCH-09,84,32.92,8.34,6.18,74.9,415.8,1079.5,0.329,2.868,2.931
ZENODO-BATCH-09,85,24.34,8.53,6.19,76.35,449.9,594.0,0.368,2.931,2.958
ZENODO-BATCH-09,86,28.94,7.38,5.7,74.36,369.4,917.4,0.332,2.958,2.991
ZENODO-BATCH-09,87,28.07,8.81,7.58,76.41,474.3,617.8,0.364,2.991,3.001
ZENODO-BATCH-09,88,27.75,7.51,7.66,82.03,442.7,704.9,0.352,3.001,3.015
ZENODO-BATCH-09,89,27.09,8.28,6.63,79.56,380.2,850.4,0.336,3.015,3.045
ZENODO-BATCH-09,90,28.75,7.13,6.8,77.58,449.2,422.7,0.35,3.045,3.071
ZENODO-BATCH-09,91,22.77,8.39,7.83,77.75,491.6,869.0,0.369,3.071,3.057
ZENODO-BATCH-09,92,23.41,8.09,6.97,75.69,512.3,580.0,0.329,3.057,3.091
ZENODO-BATCH-09,93,28.44,7.9,6.89,83.56,545.4,742.3,0.364,3.091,3.077
ZENODO-BATCH-09,94,26.9,8.73,6.59,77.99,478.7,594.1,0.341,3.077,3.096
ZENODO-BATCH-09,95,29.0,8.29,5.62,87.39,538.3,1171.3,0.341,3.096,3.105
ZENODO-BATCH-09,96,33.72,8.06,7.13,85.03,498.9,677.9,0.36,3.105,2.647
ZENODO-BATCH-09,97,28.85,9.0,8.78,69.59,427.0,877.8,0.363,2.647,2.644
ZENODO-BATCH-09,98,25.06,9.02,5.78,65.3,463.8,1033.1,0.328,2.644,2.632
ZENODO-BATCH-09,99,33.57,9.18,6.17,74.82,459.6,518.2,0.35,2.632,2.248
ZENODO-BATCH-10,0,29.11,8.58,6.99,19.11,517.9,606.9,0.356,0.45,0.483
ZENODO-BATCH-10,1,30.22,8.05,7.76,22.27,431.1,566.3,0.337,0.483,0.536
ZENODO-BATCH-10,2,23.71,7.59,8.05,25.95,426.8,780.5,0.369,0.536,0.573
ZENODO-BATCH-10,3,28.29,8.54,8.79,25.77,570.4,614.8,0.35,0.573,0.654
ZENODO-BATCH-10,4,28.13,7.95,7.35,21.23,463.5,877.3,0.333,0.654,0.733
ZENODO-BATCH-10,5,30.76,8.15,6.36,27.88,428.3,978.6,0.349,0.733,0.824
ZENODO-BATCH-10,6,26.56,8.87,8.2,33.35,458.2,1074.0,0.329,0.824,0.879
ZENODO-BATCH-10,7,30.66,8.24,6.7,31.7,431.1,188.2,0.33,0.879,0.922
ZENODO-BATCH-10,8,26.44,7.77,6.67,30.91,510.5,591.2,0.34,0.922,0.981
ZENODO-BATCH-10,9,29.64,6.88,6.36,32.23,524.6,903.9,0.331,0.981,0.977
ZENODO-BATCH-10,10,29.06,7.37,6.46,34.56,529.3,518.8,0.375,0.977,0.984
ZENODO-BATCH-10,11,30.09,8.2,7.58,37.18,471.0,638.0,0.364,0.984,1.088
ZENODO-BATCH-10,12,25.06,8.04,9.1,36.66,492.6,1249.7,0.378,1.088,1.15
ZENODO-BATCH-10,13,28.41,7.47,6.72,39.85,514.5,723.2,0.358,1.15,1.187
ZENODO-BATCH-10,14,27.37,7.79,6.48,35.37,402.1,572.0,0.378,1.187,1.261
ZENODO-BATCH-10,15,27.24,8.78,7.44,36.17,498.9,956.0,0.345,1.261,1.356
ZENODO-BATCH-10,16,26.6,8.55,8.03,47.02,435.0,910.7,0.365,1.356,1.428
ZENODO-BATCH-10,17,25.29,8.02,6.89,44.83,462.6,757.6,0.312,1.428,1.518
ZENODO-BATCH-10,18,29.66,8.52,7.95,44.46,477.9,823.0,0.358,1.518,1.614
ZENODO-BATCH-10,19,27.88,8.39,7.55,51.36,474.1,663.1,0.367,1.614,1.725
ZENODO-BATCH-10,20,25.23,8.09,8.31,51.09,377.4,727.9,0.353,1.725,1.803
ZENODO-BATCH-10,21,26.92,8.51,6.58,50.54,451.7,700.2,0.383,1.803,1.898
ZENODO-BATCH-10,22,23.81,8.78,7.02,60.62,464.4,909.4,0.358,1.898,1.892
ZENODO-BATCH-10,23,30.46,7.84,6.86,50.22,448.8,716.4,0.35,1.892,1.996
ZENODO-BATCH-10,24,24.01,8.49,7.36,56.03,407.3,661.2,0.319,1.996,2.003
ZENODO-BATCH-10,25,29.65,7.83,6.58,51.52,473.2,638.8,0.349,2.003,2.103
ZENODO-BATCH-10,26,32.91,9.51,5.78,60.59,495.5,736.4,0.38,2.103,1.783
ZENODO-BATCH-10,27,31.59,8.14,6.35,48.06,481.4,637.6,0.37,1.783,1.854
ZENODO-BATCH-10,28,26.23,8.59,6.72,49.25,399.3,609.0,0.349,1.854,1.897
ZENODO-BATCH-10,29,33.78,7.86,6.86,56.58,443.5,661.9,0.362,1.897,1.609
ZENODO-BATCH-10,30,25.41,8.82,5.4,53.15,537.9,702.8,0.354,1.609,1.641
ZENODO-BATCH-10,31,27.94,8.38,6.93,51.79,446.0,619.4,0.337,1.641,1.755
ZENODO-BATCH-10,32,29.13,8.61,6.72,47.43,425.2,672.4,0.35,1.755,1.839
ZENODO-BATCH-10,33,27.21,9.21,8.58,54.72,451.9,220.7,0.352,1.839,1.854
ZENODO-BATCH-10,34,26.83,7.24,6.56,58.02,425.1,757.0,0.34,1.854,1.913
ZENODO-BATCH-10,35,29.04,8.04,8.63,46.95,481.1,508.1,0.345,1.913,2.029
ZENODO-BATCH-10,36,30.96,7.54,7.14,59.69,480.3,751.8,0.334,2.029,2.072
ZENODO-BATCH-10,37,24.79,7.33,7.27,56.0,487.7,947.0,0.341,2.072,2.072
ZENODO-BATCH-10,38,27.42,7.3,7.69,59.97,446.0,587.5,0.349,2.072,2.119
ZENODO-BATCH-10,39,31.15,8.46,7.79,59.64,415.9,722.1,0.384,2.119,2.226
ZENODO-BATCH-10,40,24.69,7.73,8.25,58.37,471.9,873.9,0.35,2.226,2.254
ZENODO-BATCH-10,41,24.67,7.74,7.49,60.51,499.3,895.0,0.316,2.254,2.268
ZENODO-BATCH-10,42,31.44,7.99,6.69,59.69,461.3,524.6,0.38,2.268,2.313
ZENODO-BATCH-10,43,23.12,8.24,8.15,62.8,395.7,618.9,0.363,2.313,2.35
ZENODO-BATCH-10,44,30.16,7.88,7.52,61.16,496.8,532.9,0.353,2.35,2.432
ZENODO-BATCH-10,45,26.61,8.2,5.94,68.49,430.3,980.4,0.329,2.432,2.509
ZENODO-BATCH-10,46,28.18,8.02,7.44,64.51,421.8,807.4,0.335,2.509,2.578
ZENODO-BATCH-10,47,27.56,8.23,6.55,73.23,294.0,762.4,0.342,2.578,2.625
ZENODO-BATCH-10,48,28.91,8.92,6.56,67.34,477.7,483.7,0.34,2.625,2.643
ZENODO-BATCH-10,49,35.3,8.63,5.91,73.36,482.1,918.3,0.358,2.643,2.238
ZENODO-BATCH-10,50,30.91,8.57,6.32,65.54,441.2,1053.4,0.343,2.238,2.287
ZENODO-BATCH-10,51,23.33,8.29,7.96,56.69,460.3,640.3,0.339,2.287,2.338
ZENODO-BATCH-10,52,26.01,7.77,7.15,66.69,442.7,918.7,0.36,2.338,2.383
ZENODO-BATCH-10,53,32.3,7.29,8.3,62.41,422.2,856.8,0.353,2.383,2.408
ZENODO-BATCH-10,54,30.73,8.54,7.2,67.23,438.2,534.7,0.349,2.408,2.439
ZENODO-BATCH-10,55,29.34,8.12,7.03,63.55,426.6,569.1,0.278,2.439,2.508
ZENODO-BATCH-10,56,29.83,7.89,8.0,65.68,529.4,681.3,0.368,2.508,2.588
ZENODO-BATCH-10,57,27.92,8.16,8.39,70.79,433.1,793.7,0.347,2.588,2.684
ZENODO-BATCH-10,58,31.08,7.62,7.91,69.08,498.3,800.1,0.328,2.684,2.733
ZENODO-BATCH-10,59,26.6,8.12,6.62,73.12,457.8,1003.7,0.332,2.733,2.763
ZENODO-BATCH-10,60,27.88,8.4,6.63,71.89,490.0,953.8,0.374,2.763,2.801
ZENODO-BATCH-10,61,28.07,8.9,8.51,69.77,460.6,749.7,0.321,2.801,2.802
ZENODO-BATCH-10,62,29.43,8.32,6.88,74.0,471.0,997.7,0.35,2.802,2.834
ZENODO-BATCH-10,63,35.28,8.48,7.77,72.45,487.7,757.8,0.347,2.834,2.415
ZENODO-BATCH-10,64,29.46,7.89,7.78,65.2,473.2,975.4,0.378,2.415,2.505
ZENODO-BATCH-10,65,30.53,7.92,6.44,62.89,465.6,729.7,0.396,2.505,2.553
ZENODO-BATCH-10,66,31.79,8.57,8.37,75.96,487.3,535.3,0.349,2.553,2.569
ZENODO-BATCH-10,67,30.23,8.77,6.97,70.97,450.8,880.4,0.359,2.569,2.624
ZENODO-BATCH-10,68,31.1,7.79,6.89,70.05,417.7,679.0,0.37,2.624,2.707
ZENODO-BATCH-10,69,28.98,8.28,7.15,71.9,431.3,739.1,0.373,2.707,2.759
ZENODO-BATCH-10,70,26.19,8.05,6.13,73.13,513.7,733.3,0.344,2.759,2.772
ZENODO-BATCH-10,71,26.42,7.94,7.07,74.27,468.6,576.7,0.339,2.772,2.833
ZENODO-BATCH-10,72,32.6,7.38,7.32,74.68,452.0,823.9,0.342,2.833,2.845
ZENODO-BATCH-10,73,27.05,7.85,7.68,73.11,470.5,639.2,0.367,2.845,2.882
ZENODO-BATCH-10,74,30.91,8.77,7.35,74.82,450.1,709.4,0.327,2.882,2.915
ZENODO-BATCH-10,75,30.1,8.13,7.76,75.3,422.9,759.2,0.348,2.915,2.947
ZENODO-BATCH-10,76,28.34,8.05,8.47,74.16,442.2,838.5,0.379,2.947,2.983
ZENODO-BATCH-10,77,26.87,8.1,7.49,74.62,446.2,1080.4,0.361,2.983,2.997
ZENODO-BATCH-10,78,25.48,7.85,8.84,73.69,484.5,207.0,0.353,2.997,2.996
ZENODO-BATCH-10,79,27.35,7.79,6.28,82.49,496.5,874.8,0.365,2.996,3.046
ZENODO-BATCH-10,80,35.66,7.84,6.73,77.27,444.1,1228.4,0.357,3.046,2.593
ZENODO-BATCH-10,81,25.2,8.14,7.31,72.56,457.4,951.4,0.36,2.593,2.608
ZENODO-BATCH-10,82,29.96,8.13,6.24,63.57,507.7,750.0,0.33,2.608,2.674
ZENODO-BATCH-10,83,31.83,8.2,6.01,71.99,438.1,478.8,0.327,2.674,2.697
ZENODO-BATCH-10,84,31.28,8.22,7.82,72.34,447.5,735.4,0.366,2.697,2.757
ZENODO-BATCH-10,85,27.97,8.49,6.98,70.59,460.1,659.2,0.341,2.757,2.812
ZENODO-BATCH-10,86,31.78,8.78,6.95,71.15,518.0,493.8,0.362,2.812,2.834
ZENODO-BATCH-10,87,29.28,7.58,7.06,73.78,520.6,829.5,0.377,2.834,2.876
ZENODO-BATCH-10,88,22.95,9.34,5.62,70.94,447.2,989.2,0.356,2.876,2.449
ZENODO-BATCH-10,89,29.53,7.83,7.98,61.63,496.3,921.8,0.35,2.449,2.541
ZENODO-BATCH-10,90,27.82,7.62,7.17,68.18,554.5,963.4,0.393,2.541,2.586
ZENODO-BATCH-10,91,26.92,8.99,6.75,71.98,493.1,579.6,0.341,2.586,2.603
ZENODO-BATCH-10,92,27.49,8.76,6.68,69.51,489.0,1007.5,0.34,2.603,2.653
ZENODO-BATCH-10,93,26.03,8.58,6.46,70.15,382.8,735.4,0.34,2.653,2.717
ZENODO-BATCH-10,94,29.1,7.87,7.46,75.4,444.2,759.7,0.362,2.717,2.771
ZENODO-BATCH-10,95,32.6,8.66,7.46,77.92,559.4,592.7,0.333,2.771,2.824
ZENODO-BATCH-10,96,28.42,8.02,8.22,74.43,492.2,689.0,0.361,2.824,2.895
ZENODO-BATCH-10,97,27.72,8.71,7.11,74.56,479.4,668.1,0.349,2.895,2.941
ZENODO-BATCH-10,98,26.67,7.92,5.29,71.27,504.0,1101.8,0.339,2.941,2.955
ZENODO-BATCH-10,99,20.65,8.19,5.9,75.77,462.7,514.5,0.352,2.955,2.979
ZENODO-BATCH-11,0,30.79,8.77,8.39,26.74,432.3,299.1,0.324,0.507,0.531
ZENODO-BATCH-11,1,28.35,8.28,6.99,24.21,417.0,781.7,0.357,0.531,0.603
ZENODO-BATCH-11,2,26.7,8.53,6.77,22.54,388.9,742.8,0.332,0.603,0.644
ZENODO-BATCH-11,3,30.03,7.97,6.58,28.76,462.8,760.5,0.343,0.644,0.718
ZENODO-BATCH-11,4,29.87,8.82,7.42,33.23,373.6,798.3,0.338,0.718,0.769
ZENODO-BATCH-11,5,27.01,8.5,7.89,33.18,382.7,736.3,0.342,0.769,0.829
ZENODO-BATCH-11,6,32.1,8.44,7.48,29.86,437.9,895.3,0.315,0.829,0.864
ZENODO-BATCH-11,7,25.64,7.85,7.23,34.25,453.4,838.9,0.347,0.864,0.912
ZENODO-BATCH-11,8,29.12,7.99,7.17,27.22,515.1,926.9,0.338,0.912,1.003
ZENODO-BATCH-11,9,23.08,7.84,9.06,32.72,457.7,784.3,0.343,1.003,1.035
ZENODO-BATCH-11,10,23.68,7.58,7.06,35.49,451.2,839.5,0.331,1.035,1.038
ZENODO-BATCH-11,11,28.68,7.73,6.86,34.23,551.1,687.2,0.347,1.038,1.12
ZENODO-BATCH-11,12,29.67,8.37,7.28,31.2,451.9,770.3,0.346,1.12,1.268
ZENODO-BATCH-11,13,30.32,7.81,6.8,39.74,399.4,761.4,0.32,1.268,1.329
ZENODO-BATCH-11,14,29.47,8.56,6.5,39.17,467.2,571.1,0.36,1.329,1.434
ZENODO-BATCH-11,15,23.97,7.8,7.64,42.02,469.2,520.4,0.356,1.434,1.417
ZENODO-BATCH-11,16,28.6,8.6,6.67,42.41,440.9,1202.5,0.356,1.417,1.541
ZENODO-BATCH-11,17,26.48,8.14,8.13,49.69,473.9,877.7,0.341,1.541,1.612
ZENODO-BATCH-11,18,24.44,8.83,7.28,43.48,501.4,721.3,0.35,1.612,1.636
ZENODO-BATCH-11,19,31.9,8.28,6.39,47.05,489.4,842.8,0.367,1.636,1.718
ZENODO-BATCH-11,20,33.74,8.52,7.23,49.91,462.9,605.1,0.384,1.718,1.482
ZENODO-BATCH-11,21,25.26,8.24,6.82,49.79,437.7,582.7,0.336,1.482,1.561
ZENODO-BATCH-11,22,29.51,8.04,7.44,47.97,493.4,597.0,0.347,1.561,1.689
ZENODO-BATCH-11,23,28.11,7.9,8.93,52.46,471.3,482.2,0.328,1.689,1.772
ZENODO-BATCH-11,24,27.31,8.66,7.38,53.67,471.2,674.1,0.337,1.772,1.847
ZENODO-BATCH-11,25,25.03,7.85,8.24,54.39,462.3,159.0,0.329,1.847,1.878
ZENODO-BATCH-11,26,26.62,8.94,5.89,52.87,550.5,670.9,0.345,1.878,1.917
ZENODO-BATCH-11,27,30.29,9.78,6.32,57.68,461.1,801.9,0.312,1.917,1.624
ZENODO-BATCH-11,28,35.01,8.64,7.52,42.47,477.7,781.5,0.336,1.624,1.375
ZENODO-BATCH-11,29,28.45,7.96,8.03,42.76,426.3,488.5,0.365,1.375,1.48
ZENODO-BATCH-11,30,25.67,7.89,7.29,39.61,414.8,776.0,0.325,1.48,1.553
ZENODO-BATCH-11,31,31.07,7.97,8.67,44.34,360.6,446.3,0.352,1.553,1.623
ZENODO-BATCH-11,32,23.72,8.53,9.11,52.71,424.8,1080.0,0.348,1.623,1.656
ZENODO-BATCH-11,33,29.27,9.08,5.65,49.81,476.9,860.9,0.32,1.656,1.717
ZENODO-BATCH-11,34,28.82,7.98,7.3,46.88,424.7,388.9,0.333,1.717,1.809
ZENODO-BATCH-11,35,32.12,8.56,7.64,50.56,468.5,771.5,0.348,1.809,1.884
ZENODO-BATCH-11,36,27.94,7.72,8.41,50.54,375.9,979.8,0.36,1.884,1.965
ZENODO-BATCH-11,37,27.43,8.61,7.8,60.52,480.8,861.8,0.348,1.965,2.068
ZENODO-BATCH-11,38,27.31,8.61,6.93,57.45,448.3,850.2,0.374,2.068,2.151
ZENODO-BATCH-11,39,32.0,9.39,7.26,60.45,450.1,625.2,0.352,2.151,1.823
ZENODO-BATCH-11,40,25.33,9.04,7.55,49.74,441.2,830.2,0.387,1.823,1.848
ZENODO-BATCH-11,41,25.03,8.2,7.05,54.42,409.8,831.0,0.366,1.848,1.887
ZENODO-BATCH-11,42,29.43,8.5,6.73,50.02,509.0,739.4,0.358,1.887,1.971
ZENODO-BATCH-11,43,30.45,8.26,7.86,58.34,412.1,636.6,0.32,1.971,2.078
ZENODO-BATCH-11,44,24.86,8.31,6.54,53.47,513.5,1197.7,0.364,2.078,2.112
ZENODO-BATCH-11,45,28.33,8.5,7.6,58.28,497.1,866.0,0.318,2.112,2.229
ZENODO-BATCH-11,46,29.61,8.33,5.63,60.71,474.1,779.3,0.373,2.229,2.344
ZENODO-BATCH-11,47,22.74,9.0,8.9,66.02,574.4,511.8,0.324,2.344,2.334
ZENODO-BATCH-11,48,26.9,7.97,6.24,62.74,474.6,800.6,0.359,2.334,2.383
ZENODO-BATCH-11,49,27.41,9.0,7.85,65.07,377.4,647.9,0.331,2.383,2.409
ZENODO-BATCH-11,50,32.9,8.17,6.22,70.31,438.9,514.0,0.346,2.409,2.467
ZENODO-BATCH-11,51,33.6,8.47,7.42,68.61,415.1,745.8,0.347,2.467,2.086
ZENODO-BATCH-11,52,28.63,7.54,5.9,54.0,490.4,780.8,0.323,2.086,2.143
ZENODO-BATCH-11,53,25.01,8.87,5.93,61.09,487.0,798.5,0.376,2.143,2.159
ZENODO-BATCH-11,54,24.65,8.22,6.64,51.7,440.9,636.0,0.364,2.159,2.222
ZENODO-BATCH-11,55,31.0,8.34,7.17,64.3,508.7,694.1,0.344,2.222,2.339
ZENODO-BATCH-11,56,26.07,8.44,6.58,63.16,482.6,524.4,0.374,2.339,2.394
ZENODO-BATCH-11,57,32.58,7.92,8.16,63.88,431.5,843.3,0.386,2.394,2.407
ZENODO-BATCH-11,58,26.78,9.34,6.71,67.29,539.7,613.4,0.337,2.407,2.053
ZENODO-BATCH-11,59,30.63,8.25,8.12,60.27,503.3,906.2,0.338,2.053,2.154
ZENODO-BATCH-11,60,28.11,8.17,8.18,58.58,381.9,540.3,0.336,2.154,2.236
ZENODO-BATCH-11,61,27.86,8.02,8.57,59.77,433.4,950.2,0.373,2.236,2.34
ZENODO-BATCH-11,62,29.8,8.63,6.44,62.77,468.4,889.3,0.363,2.34,2.374
ZENODO-BATCH-11,63,29.48,7.92,5.96,63.28,460.3,637.5,0.353,2.374,2.442
ZENODO-BATCH-11,64,28.62,7.49,7.44,69.22,481.2,733.6,0.366,2.442,2.482
ZENODO-BATCH-11,65,31.24,8.21,7.41,66.61,442.3,594.1,0.372,2.482,2.536
ZENODO-BATCH-11,66,32.11,7.6,8.61,68.54,500.2,599.9,0.36,2.536,2.56
ZENODO-BATCH-11,67,29.87,8.31,6.51,68.81,446.1,584.2,0.35,2.56,2.656
ZENODO-BATCH-11,68,27.01,8.17,7.58,69.01,541.2,946.7,0.345,2.656,2.693
ZENODO-BATCH-11,69,26.18,8.3,7.04,72.27,488.1,687.4,0.335,2.693,2.775
ZENODO-BATCH-11,70,27.71,8.31,8.22,71.83,434.3,872.4,0.318,2.775,2.824
ZENODO-BATCH-11,71,28.88,7.36,8.1,71.91,478.6,963.5,0.382,2.824,2.805
ZENODO-BATCH-11,72,31.37,8.12,9.17,76.56,485.9,516.0,0.348,2.805,2.828
ZENODO-BATCH-11,73,24.28,8.66,8.56,70.53,439.0,818.3,0.315,2.828,2.832
ZENODO-BATCH-11,74,27.61,8.91,6.18,70.89,451.3,728.9,0.372,2.832,2.834
ZENODO-BATCH-11,75,27.5,8.32,6.97,75.86,491.8,590.4,0.371,2.834,2.904
ZENODO-BATCH-11,76,27.39,8.63,7.84,75.11,590.1,398.4,0.344,2.904,2.925
ZENODO-BATCH-11,77,33.1,8.65,8.16,78.47,404.3,640.2,0.367,2.925,2.935
ZENODO-BATCH-11,78,27.75,9.01,7.98,72.46,488.8,1040.1,0.355,2.935,2.934
ZENODO-BATCH-11,79,31.37,8.82,8.07,78.41,475.6,909.7,0.349,2.934,2.948
ZENODO-BATCH-11,80,25.86,8.64,7.41,75.87,571.3,949.5,0.329,2.948,2.964
ZENODO-BATCH-11,81,28.87,8.46,7.36,77.89,495.0,785.3,0.305,2.964,2.997
ZENODO-BATCH-11,82,29.88,8.09,7.07,78.14,485.0,760.2,0.364,2.997,3.028
ZENODO-BATCH-11,83,21.19,7.74,8.22,81.16,469.7,514.6,0.348,3.028,3.039
ZENODO-BATCH-11,84,28.85,8.51,7.51,80.28,453.6,764.3,0.379,3.039,3.063
ZENODO-BATCH-11,85,26.31,8.89,7.5,82.65,383.2,466.7,0.332,3.063,3.043
ZENODO-BATCH-11,86,30.9,8.62,5.82,78.25,365.5,741.2,0.355,3.043,3.068
