SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
2567,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.06353000,72.58906400,01-09-2020 08:30,272,"","",2.2,"",""
2568,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.06353000,72.58906400,03-10-2020 08:30,220,"","",3,"",""
2569,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.06353000,72.58906400,02-11-2020 08:30,270,"","",2,"",""
2570,SABARMATI AT RAILWAY BRIDGE AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.06353000,72.58906400,01-12-2020 08:30,280,"","",8,"",""
2571,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-01-2018 08:30,"","","","","",""
2572,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-02-2018 08:30,"","","","","",""
2573,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-03-2018 08:30,"","","","","",""
2574,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-04-2018 08:30,"","","","","",""
2575,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,02-05-2018 08:30,"","","","","",""
2576,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-06-2018 08:30,"","","","","",""
2577,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-07-2018 08:30,"","","","","",""
2578,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-08-2018 08:30,"","","","","",""
2579,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-09-2018 08:30,"","","","","",""
2580,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-10-2018 08:30,"","","","","",""
2581,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-11-2018 08:30,"","","","","",""
2582,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-12-2018 08:30,"","","","","",""
2583,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-01-2019 08:30,"","","","","",""
2584,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,02-02-2019 08:30,"","","","","",""
2585,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,02-03-2019 08:30,"","","","","",""
2586,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,02-04-2019 08:30,"","","","","",""
2587,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,02-05-2019 08:30,"","","","","",""
2588,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-06-2019 08:30,"","","","","",""
2589,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-07-2019 08:30,"","","","","",""
2590,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-08-2019 08:30,"","","","","",""
2591,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,06-09-2019 08:30,"","","","","",""
2592,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-10-2019 08:30,"","","","","",""
2593,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-11-2019 08:30,"","","","","",""
2594,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-12-2019 08:30,"","","","","",""
2595,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-01-2020 08:30,2505,"","",4.5,"",38
2596,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-02-2020 08:30,2573,"","",4.6,"",""
2597,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,04-03-2020 08:30,2630,"","",1.8,"",""
2598,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,08-04-2020 08:30,1701,"","",1.6,"",""
2599,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,02-05-2020 08:30,1882,"","",0.4,"",""
2600,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-06-2020 08:30,1934,"","",1.4,"",""
2601,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,06-07-2020 08:30,2010,"","",0.8,"",""
2602,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,06-08-2020 08:30,2051,"","",4.1,"",""
2603,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-09-2020 08:30,664,"","",32.3,"",""
2604,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,05-10-2020 08:30,965,"","",20,"",""
2605,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-11-2020 08:30,2466,"","",86,"",""
2606,SABARMATI AT VILL. MIROLI TALUKA DASCROI AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.03131400,72.57511400,03-12-2020 08:30,2423,"","",17,"",""
2607,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-01-2018 08:30,"","","","","",""
2608,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-02-2018 08:30,"","","","","",""
2609,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-03-2018 08:30,"","","","","",""
2610,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-04-2018 08:30,"","","","","",""
2611,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-08-2018 08:30,"","","","","",""
2612,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-10-2018 08:30,"","","","","",""
2613,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-11-2018 08:30,"","","","","",""
2614,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-12-2018 08:30,"","","","","",""
2615,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-01-2019 08:30,"","","","","",""
2616,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,05-02-2019 08:30,"","","","","",""
2617,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-03-2019 08:30,"","","","","",""
2618,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-08-2019 08:30,"","","","","",""
2619,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-09-2019 08:30,"","","","","",""
2620,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-10-2019 08:30,"","","","","",""
2621,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,04-11-2019 08:30,"","","","","",""
2622,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,03-12-2019 08:30,"","","","","",""
2623,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-01-2020 08:30,322,"","",1.9,"",10
2624,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-02-2020 08:30,339,"","",2.1,"",""
2625,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,04-03-2020 08:30,403,"","",0.6,"",""
2626,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,03-04-2020 08:30,337,"","",0.4,"",""
2627,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-05-2020 08:30,None,"","",None,"",""
2628,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-06-2020 08:30,"","","","","",""
2629,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,04-08-2020 08:30,286,"","",0.3,"",""
2630,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-09-2020 08:30,260,"","",2.3,"",""
2631,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,03-10-2020 08:30,223,"","",5,"",""
2632,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,02-11-2020 08:30,241,"","",2,"",""
2633,SABARMATI RIVER AT HANSAOL BRIDGE,CPCB,24,Gujarat,446,Gandhinagar,GANDHINAGAR,-,-,-,-,-,-,-,-,23.09092600,72.62923900,01-12-2020 08:30,240,"","",4,"",""
2634,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,05-03-2018 08:30,"","","","","",""
2635,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,04-01-2020 08:30,"","","","","",""
2636,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,04-02-2020 08:30,Other,"","",Other,"",""
2637,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,05-03-2020 08:30,Clear,"","",Clear,"",""
2638,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,11-04-2020 08:30,Other,"","",Other,"",""
2639,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,01-05-2020 08:30,None,"","",None,"",""
2640,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,05-06-2020 08:30,"","","","","",""
2641,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,01-07-2020 08:30,"","","","","",""
2642,SAHASTRLING SAROVAR ? PATAN,CPCB,24,Gujarat,455,Patan,PATAN,-,-,-,-,-,-,-,-,23.86250500,72.09838700,04-08-2020 08:30,"","","","","",""
2643,SARIGAM VILLAGE (D/S OF INDUSTRIALAREA) VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.28450700,72.85484300,02-04-2018 08:30,907,"","",10.3,"",""
2644,SARIGAM VILLAGE (D/S OF INDUSTRIALAREA) VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.28450700,72.85484300,01-10-2018 08:30,772,"","",39,"",""
2645,SARIGAM VILLAGE (D/S OF INDUSTRIALAREA) VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.28450700,72.85484300,01-04-2019 08:30,1354,Clear,"",6,"",""
2646,SARIGAM VILLAGE (D/S OF INDUSTRIALAREA) VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.28450700,72.85484300,08-04-2020 08:30,533,"","",Clear,"",""
2647,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-01-2018 08:30,"","","","","",""
2648,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,06-02-2018 08:30,"","","","","",""
2649,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,05-03-2018 08:30,"","","","","",""
2650,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,04-04-2018 08:30,"","","","","",""
2651,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-05-2018 08:30,"","","","","",""
2652,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,02-06-2018 08:30,"","","","","",""
2653,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,02-07-2018 08:30,"","","","","",""
2654,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-08-2018 08:30,"","","","","",""
2655,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,06-09-2018 08:30,"","","","","",""
2656,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,05-10-2018 08:30,"","","","","",""
2657,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-11-2018 08:30,"","","","","",""
2658,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,03-12-2018 08:30,"","","","","",""
2659,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-01-2019 08:30,"","","","","",""
2660,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-02-2019 08:30,"","","","","",""
2661,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-03-2019 08:30,"","","","","",""
2662,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,02-04-2019 08:30,"","","","","",""
2663,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,02-05-2019 08:30,"","","","","",""
2664,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-06-2019 08:30,"","","","","",""
2665,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,05-07-2019 08:30,"","","","","",""
2666,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-08-2019 08:30,"","","","","",""
2667,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,04-09-2019 08:30,"","","","","",""
2668,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,04-10-2019 08:30,"","","","","",""
2669,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,02-11-2019 08:30,"","","","","",""
2670,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,04-12-2019 08:30,"","","","","",""
2671,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,03-01-2020 08:30,732,"","",16.3,"",4
2672,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,04-02-2020 08:30,1300,"","",6.6,"",""
2673,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,06-03-2020 08:30,569,"","",9.8,"",""
2674,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,07-04-2020 08:30,1189,"","",5.7,"",""
2675,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,06-05-2020 08:30,2530,"","",33.2,"",""
2676,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,04-06-2020 08:30,2400,"","",23,"",""
2677,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,03-07-2020 08:30,1677,"","",30.6,"",""
2678,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,06-08-2020 08:30,1245,"","",13.9,"",""
2679,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,01-09-2020 08:30,460,"","",166,"",""
2680,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,06-10-2020 08:30,613,"","",2.8,"",""
2681,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,02-11-2020 08:30,1021,"","",7,"",""
2682,SHEDHI AT KHEDA,CPCB,24,Gujarat,450,Kheda,MATAR,-,-,-,-,-,-,-,-,22.73932100,72.67905900,03-12-2020 08:30,1245,"","",2.5,"",""
2683,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,06-01-2018 08:30,3080,"","","","",""
2684,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,01-02-2018 08:30,3070,"","","","",""
2685,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,06-03-2018 08:30,3210,"","","","",""
2686,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,05-04-2018 08:30,2880,"","","","",""
2687,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,05-05-2018 08:30,3660,"","","","",""
2688,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,01-06-2018 08:30,4280,"","","","",""
2689,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,03-07-2018 08:30,3040,"","","","",""
2690,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,04-08-2018 08:30,1577,"","","","",""
2691,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,07-09-2018 08:30,1401,"","","","",""
2692,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,01-10-2018 08:30,1422,"","","","",""
2693,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,05-11-2018 08:30,1861,"","","","",""
2694,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,04-12-2018 08:30,1613,"","","","",""
2695,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,07-01-2019 08:30,1752,"","","","",""
2696,SURSAGAR LAKE AT BARODA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.30039200,73.20507800,14-02-2019 08:30,2340,"","","","",""
